#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Physo137892	Physo130074	8200436	8194037	67593.Physo137892	67593.Physo130074	0	0	0	0	0.125	0.114	0	0	0.191
Physo134534	Physo133069	8197704	8196495	67593.Physo134534	67593.Physo133069	0	0	0	0	0	0.191	0	0	0.191
Physo135200	Physo129478	8198220	8193581	67593.Physo135200	67593.Physo129478	0	0	0	0	0.168	0.057	0	0.052	0.191
Physo144252	Physo135200	8205663	8198220	67593.Physo144252	67593.Physo135200	0	0	0	0	0.105	0.134	0	0	0.191
Physo134534	Physo129478	8197704	8193581	67593.Physo134534	67593.Physo129478	0	0	0	0	0	0.191	0	0	0.191
Physo136856	Physo130074	8199595	8194037	67593.Physo136856	67593.Physo130074	0	0	0	0	0.051	0.157	0	0.070	0.191
Physo128935	Physo109278	8193212	8190173	67593.Physo128935	67593.Physo109278	0	0	0	0	0	0	0	0.191	0.191
Physo135274	Physo132275	8198273	8195839	67593.Physo135274	67593.Physo132275	0	0	0	0	0.045	0.164	0	0.069	0.191
Physo140526	Physo135212	8202631	8198226	67593.Physo140526	67593.Physo135212	0.072	0	0	0	0.045	0.138	0	0.067	0.191
Physo135687	Physo131364	8198628	8195094	67593.Physo135687	67593.Physo131364	0	0	0	0	0.191	0	0	0	0.191
Physo130220	Physo108941	8194154	8189896	67593.Physo130220	67593.Physo108941	0	0	0	0	0	0	0	0.191	0.191
Physo139518	Physo130723	8201790	8194533	67593.Physo139518	67593.Physo130723	0	0	0	0	0	0	0	0.191	0.191
Physo158397	Physo121724	8207983	8191143	67593.Physo158397	67593.Physo121724	0	0	0	0	0	0	0	0.191	0.191
Physo136746	Physo122042	8199514	8191154	67593.Physo136746	67593.Physo122042	0	0	0	0	0.047	0.162	0	0.069	0.191
Physo144477	Physo137893	8205845	8200437	67593.Physo144477	67593.Physo137893	0	0	0	0	0	0	0	0.191	0.191
Physo140526	Physo139485	8202631	8201762	67593.Physo140526	67593.Physo139485	0	0	0	0	0.165	0	0	0.071	0.191
Physo158397	Physo141057	8207983	8203062	67593.Physo158397	67593.Physo141057	0	0	0	0	0	0	0	0.191	0.191
Physo158018	Physo140526	8207844	8202631	67593.Physo158018	67593.Physo140526	0.072	0	0	0	0.045	0.138	0	0.066	0.190
Physo139485	Physo109524	8201762	8190382	67593.Physo139485	67593.Physo109524	0	0	0	0	0	0	0	0.190	0.190
Physo142615	Physo135012	8204325	8198063	67593.Physo142615	67593.Physo135012	0	0	0	0	0	0.163	0	0.073	0.190
Physo143907	Physo135012	8205381	8198063	67593.Physo143907	67593.Physo135012	0	0	0	0	0	0.163	0	0.073	0.190
Physo134878	Physo133655	8197965	8196977	67593.Physo134878	67593.Physo133655	0	0	0	0	0	0.190	0	0	0.190
Physo156239	Physo140526	8207189	8202631	67593.Physo156239	67593.Physo140526	0.072	0	0	0	0.045	0.138	0	0.066	0.190
Physo109760	Physo108612	8190578	8189630	67593.Physo109760	67593.Physo108612	0.081	0	0	0	0.068	0	0	0.131	0.190
Physo137803	Physo129738	8200362	8193803	67593.Physo137803	67593.Physo129738	0	0	0	0	0	0	0	0.190	0.190
Physo155811	Physo135012	8207028	8198063	67593.Physo155811	67593.Physo135012	0	0	0	0	0	0.163	0	0.073	0.190
Physo135687	Physo130224	8198628	8194158	67593.Physo135687	67593.Physo130224	0	0	0	0	0	0	0	0.190	0.190
Physo140526	Physo127050	8202631	8191673	67593.Physo140526	67593.Physo127050	0.072	0	0	0	0.045	0.138	0	0.066	0.190
Physo109759	Physo108612	8190577	8189630	67593.Physo109759	67593.Physo108612	0.081	0	0	0	0.068	0	0	0.131	0.190
Physo143804	Physo130224	8205295	8194158	67593.Physo143804	67593.Physo130224	0	0	0	0	0.082	0.127	0	0.071	0.190
Physo140526	Physo137086	8202631	8199800	67593.Physo140526	67593.Physo137086	0.072	0	0	0	0.045	0.138	0	0.066	0.190
Physo140526	Physo127048	8202631	8191671	67593.Physo140526	67593.Physo127048	0.072	0	0	0	0.045	0.138	0	0.066	0.190
Physo131652	Physo108881	8195326	8189843	67593.Physo131652	67593.Physo108881	0	0	0	0	0.190	0	0	0	0.190
Physo134534	Physo130074	8197704	8194037	67593.Physo134534	67593.Physo130074	0	0	0	0	0.082	0.135	0	0.063	0.190
Physo157722	Physo155634	8207741	8206957	67593.Physo157722	67593.Physo155634	0	0	0	0	0.190	0	0	0	0.190
Physo135769	Physo128234	8198699	8192637	67593.Physo135769	67593.Physo128234	0	0	0	0	0.045	0.159	0	0.072	0.189
Physo109760	Physo108331	8190578	8189408	67593.Physo109760	67593.Physo108331	0	0	0	0	0.167	0	0	0.067	0.189
Physo136950	Physo128498	8199680	8192857	67593.Physo136950	67593.Physo128498	0	0	0	0	0	0.162	0	0.072	0.189
Physo128829	Physo111873	8193119	8190699	67593.Physo128829	67593.Physo111873	0	0	0	0	0	0.132	0	0.104	0.189
Physo142615	Physo128363	8204325	8192742	67593.Physo142615	67593.Physo128363	0	0	0	0	0	0	0	0.189	0.189
Physo129624	Physo128696	8193707	8193012	67593.Physo129624	67593.Physo128696	0	0	0	0	0.102	0.124	0	0.052	0.189
Physo129624	Physo116046	8193707	8190885	67593.Physo129624	67593.Physo116046	0	0	0	0	0.120	0.117	0	0	0.189
Physo143759	Physo109759	8205255	8190577	67593.Physo143759	67593.Physo109759	0	0	0	0	0.167	0	0	0.067	0.189
Physo129624	Physo122771	8193707	8191197	67593.Physo129624	67593.Physo122771	0	0	0	0	0.120	0.117	0	0	0.189
Physo156637	Physo108881	8207343	8189843	67593.Physo156637	67593.Physo108881	0	0	0	0	0	0	0	0.189	0.189
Physo133069	Physo124973	8196495	8191312	67593.Physo133069	67593.Physo124973	0	0	0	0	0.052	0.161	0	0.063	0.189
Physo133679	Physo108380	8196998	8189445	67593.Physo133679	67593.Physo108380	0	0	0	0	0	0.170	0	0.064	0.189
Physo130720	Physo108380	8194530	8189445	67593.Physo130720	67593.Physo108380	0	0	0	0	0.106	0.104	0	0.070	0.189
Physo140785	Physo135012	8202857	8198063	67593.Physo140785	67593.Physo135012	0	0	0	0	0.064	0.157	0	0.055	0.189
Physo129624	Physo128245	8193707	8192648	67593.Physo129624	67593.Physo128245	0	0	0	0	0.120	0.117	0	0	0.189
Physo135274	Physo129478	8198273	8193581	67593.Physo135274	67593.Physo129478	0	0	0	0	0.129	0.069	0	0.081	0.189
Physo141571	Physo108380	8203476	8189445	67593.Physo141571	67593.Physo108380	0	0	0	0	0	0.170	0	0.064	0.189
Physo157394	Physo129624	8207617	8193707	67593.Physo157394	67593.Physo129624	0	0	0	0	0.120	0.117	0	0	0.189
Physo143759	Physo109760	8205255	8190578	67593.Physo143759	67593.Physo109760	0	0	0	0	0.167	0	0	0.067	0.189
Physo143907	Physo128363	8205381	8192742	67593.Physo143907	67593.Physo128363	0	0	0	0	0	0	0	0.189	0.189
Physo109759	Physo108331	8190577	8189408	67593.Physo109759	67593.Physo108331	0	0	0	0	0.167	0	0	0.067	0.189
Physo129624	Physo118492	8193707	8190982	67593.Physo129624	67593.Physo118492	0	0	0	0	0.120	0.117	0	0	0.189
Physo135212	Physo108380	8198226	8189445	67593.Physo135212	67593.Physo108380	0	0	0	0	0	0.170	0	0.064	0.189
Physo145066	Physo108881	8206333	8189843	67593.Physo145066	67593.Physo108881	0	0	0	0	0.130	0.078	0	0.071	0.189
Physo138171	Physo135012	8200659	8198063	67593.Physo138171	67593.Physo135012	0	0	0	0	0	0.171	0	0.062	0.189
Physo129624	Physo108948	8193707	8189900	67593.Physo129624	67593.Physo108948	0	0	0	0	0.120	0.117	0	0	0.189
Physo140526	Physo134916	8202631	8197990	67593.Physo140526	67593.Physo134916	0.083	0	0	0	0.064	0.132	0	0	0.189
Physo140605	Physo108380	8202697	8189445	67593.Physo140605	67593.Physo108380	0	0	0	0	0.064	0.160	0	0.052	0.189
Physo134045	Physo124973	8197334	8191312	67593.Physo134045	67593.Physo124973	0	0	0	0	0.189	0	0	0	0.189
Physo139546	Physo108569	8201815	8189597	67593.Physo139546	67593.Physo108569	0	0	0	0	0	0	0	0.189	0.189
Physo129624	Physo127247	8193707	8191845	67593.Physo129624	67593.Physo127247	0	0	0	0	0.120	0.117	0	0	0.189
Physo137966	Physo108302	8200494	8189386	67593.Physo137966	67593.Physo108302	0	0	0	0	0.050	0	0	0.182	0.189
Physo131364	Physo108569	8195094	8189597	67593.Physo131364	67593.Physo108569	0	0	0	0	0	0	0	0.189	0.189
Physo155811	Physo128363	8207028	8192742	67593.Physo155811	67593.Physo128363	0	0	0	0	0	0	0	0.189	0.189
Physo158462	Physo129478	8208010	8193581	67593.Physo158462	67593.Physo129478	0	0	0	0	0.128	0.057	0	0.092	0.188
Physo143969	Physo128851	8205430	8193136	67593.Physo143969	67593.Physo128851	0	0	0	0	0.064	0.143	0	0.070	0.188
Physo132002	Physo109009	8195599	8189948	67593.Physo132002	67593.Physo109009	0	0	0	0	0.104	0	0	0.131	0.188
Physo141008	Physo109716	8203027	8190542	67593.Physo141008	67593.Physo109716	0	0	0	0	0.188	0	0	0	0.188
Physo158721	Physo129478	8208109	8193581	67593.Physo158721	67593.Physo129478	0	0	0	0	0.045	0.168	0	0.061	0.188
Physo142271	Physo130723	8204053	8194533	67593.Physo142271	67593.Physo130723	0	0	0	0	0	0.077	0	0.157	0.188
Physo133655	Physo129465	8196977	8193571	67593.Physo133655	67593.Physo129465	0	0	0	0	0.161	0	0	0.072	0.188
Physo143969	Physo132275	8205430	8195839	67593.Physo143969	67593.Physo132275	0	0	0	0	0.124	0.099	0	0.055	0.188
Physo135012	Physo109633	8198063	8190473	67593.Physo135012	67593.Physo109633	0	0	0	0	0.055	0.128	0	0.094	0.188
Physo131180	Physo109564	8194947	8190413	67593.Physo131180	67593.Physo109564	0	0	0	0	0.081	0.134	0	0.062	0.188
Physo144477	Physo133473	8205845	8196821	67593.Physo144477	67593.Physo133473	0	0	0	0	0	0.105	0	0.131	0.188
Physo129478	Physo109564	8193581	8190413	67593.Physo129478	67593.Physo109564	0	0	0	0	0.045	0.068	0	0.162	0.188
Physo128696	Physo122042	8193012	8191154	67593.Physo128696	67593.Physo122042	0	0	0	0	0.045	0.104	0	0.128	0.188
Physo140785	Physo108216	8202857	8189316	67593.Physo140785	67593.Physo108216	0	0	0	0	0.064	0.169	0	0	0.188
Physo157061	Physo128935	8207496	8193212	67593.Physo157061	67593.Physo128935	0	0	0	0	0.187	0	0	0	0.187
Physo142686	Physo108894	8204375	8189854	67593.Physo142686	67593.Physo108894	0	0	0	0	0.187	0	0	0	0.187
Physo131860	Physo109057	8195476	8189986	67593.Physo131860	67593.Physo109057	0	0	0	0	0.083	0.065	0	0.128	0.187
Physo157297	Physo136228	8207586	8199090	67593.Physo157297	67593.Physo136228	0	0	0	0	0.042	0.160	0	0.071	0.187
Physo142173	Physo122042	8203973	8191154	67593.Physo142173	67593.Physo122042	0	0	0	0	0.045	0.162	0	0.066	0.187
Physo155290	Physo128672	8206831	8192993	67593.Physo155290	67593.Physo128672	0	0	0	0	0.105	0	0	0.129	0.187
Physo140605	Physo136746	8202697	8199514	67593.Physo140605	67593.Physo136746	0	0	0	0	0.062	0.160	0	0.052	0.187
Physo140109	Physo132275	8202282	8195839	67593.Physo140109	67593.Physo132275	0	0	0	0	0.045	0.151	0	0.078	0.187
Physo141955	Physo132275	8203790	8195839	67593.Physo141955	67593.Physo132275	0	0	0	0	0.045	0.151	0	0.078	0.187
Physo127050	Physo122042	8191673	8191154	67593.Physo127050	67593.Physo122042	0	0	0	0	0.045	0.162	0	0.066	0.187
Physo132002	Physo130101	8195599	8194058	67593.Physo132002	67593.Physo130101	0	0	0	0	0.082	0	0	0.151	0.187
Physo137086	Physo122042	8199800	8191154	67593.Physo137086	67593.Physo122042	0	0	0	0	0.045	0.162	0	0.066	0.187
Physo158018	Physo122042	8207844	8191154	67593.Physo158018	67593.Physo122042	0	0	0	0	0.045	0.162	0	0.066	0.187
Physo156068	Physo129672	8207117	8193748	67593.Physo156068	67593.Physo129672	0	0	0.293	0.624	0.045	0.057	0	0.143	0.187
Physo135274	Physo127581	8198273	8192098	67593.Physo135274	67593.Physo127581	0	0	0	0	0.153	0.057	0	0.065	0.187
Physo156239	Physo122042	8207189	8191154	67593.Physo156239	67593.Physo122042	0	0	0	0	0.045	0.162	0	0.066	0.187
Physo127048	Physo122042	8191671	8191154	67593.Physo127048	67593.Physo122042	0	0	0	0	0.045	0.162	0	0.066	0.187
Physo137086	Physo135522	8199800	8198478	67593.Physo137086	67593.Physo135522	0	0	0	0	0.053	0.162	0	0.057	0.186
Physo129672	Physo109278	8193748	8190173	67593.Physo129672	67593.Physo109278	0	0	0.401	0.636	0.044	0	0	0.079	0.186
Physo140109	Physo108218	8202282	8189318	67593.Physo140109	67593.Physo108218	0	0	0	0	0	0.167	0	0.064	0.186
Physo129168	Physo127893	8193357	8192362	67593.Physo129168	67593.Physo127893	0	0	0	0	0.048	0.118	0	0.109	0.186
Physo139692	Physo129168	8201938	8193357	67593.Physo139692	67593.Physo129168	0	0	0	0	0.048	0.118	0	0.109	0.186
Physo135522	Physo127050	8198478	8191673	67593.Physo135522	67593.Physo127050	0	0	0	0	0.053	0.162	0	0.057	0.186
Physo128829	Physo108780	8193119	8189762	67593.Physo128829	67593.Physo108780	0.079	0	0	0	0.045	0	0	0.149	0.186
Physo156239	Physo135522	8207189	8198478	67593.Physo156239	67593.Physo135522	0	0	0	0	0.053	0.162	0	0.057	0.186
Physo141955	Physo108218	8203790	8189318	67593.Physo141955	67593.Physo108218	0	0	0	0	0	0.167	0	0.064	0.186
Physo135522	Physo127048	8198478	8191671	67593.Physo135522	67593.Physo127048	0	0	0	0	0.053	0.162	0	0.057	0.186
Physo135012	Physo123574	8198063	8191229	67593.Physo135012	67593.Physo123574	0	0	0	0	0.046	0.169	0	0.056	0.186
Physo137350	Physo128498	8200016	8192857	67593.Physo137350	67593.Physo128498	0	0	0	0	0	0.163	0	0.068	0.186
Physo158018	Physo135522	8207844	8198478	67593.Physo158018	67593.Physo135522	0	0	0	0	0.053	0.162	0	0.057	0.186
Physo136856	Physo119319	8199595	8191021	67593.Physo136856	67593.Physo119319	0	0	0	0	0.045	0.156	0	0.072	0.186
Physo140526	Physo108400	8202631	8189460	67593.Physo140526	67593.Physo108400	0	0	0	0	0.047	0.166	0	0.059	0.186
Physo111873	Physo108569	8190699	8189597	67593.Physo111873	67593.Physo108569	0	0	0	0	0.081	0.062	0	0.132	0.186
Physo141411	Physo136228	8203340	8199090	67593.Physo141411	67593.Physo136228	0.071	0	0	0	0	0.061	0	0.142	0.186
Physo142173	Physo135522	8203973	8198478	67593.Physo142173	67593.Physo135522	0	0	0	0	0.053	0.162	0	0.057	0.186
Physo157949	Physo108701	8207815	8189704	67593.Physo157949	67593.Physo108701	0	0	0	0	0.186	0	0	0	0.186
Physo139993	Physo130224	8202192	8194158	67593.Physo139993	67593.Physo130224	0	0	0	0	0.186	0	0	0	0.186
Physo145066	Physo127705	8206333	8192207	67593.Physo145066	67593.Physo127705	0	0	0	0	0.186	0	0	0	0.186
Physo155477	Physo130224	8206894	8194158	67593.Physo155477	67593.Physo130224	0	0	0	0	0.186	0	0	0	0.186
Physo139993	Physo135522	8202192	8198478	67593.Physo139993	67593.Physo135522	0	0	0	0	0.180	0	0	0.049	0.186
Physo140562	Physo109524	8202657	8190382	67593.Physo140562	67593.Physo109524	0	0	0	0	0.065	0	0	0.165	0.185
Physo108612	Physo108304	8189630	8189388	67593.Physo108612	67593.Physo108304	0	0	0	0	0.185	0	0	0	0.185
Physo137316	Physo109497	8199985	8190358	67593.Physo137316	67593.Physo109497	0.086	0	0	0	0.045	0.057	0	0.127	0.185
Physo134045	Physo108881	8197334	8189843	67593.Physo134045	67593.Physo108881	0	0	0	0	0.050	0.069	0	0.153	0.185
Physo156769	Physo130468	8207387	8194322	67593.Physo156769	67593.Physo130468	0.093	0	0	0	0.055	0	0	0.126	0.185
Physo128684	Physo122042	8193002	8191154	67593.Physo128684	67593.Physo122042	0	0	0	0	0.045	0.137	0	0.091	0.185
Physo109497	Physo108882	8190358	8189844	67593.Physo109497	67593.Physo108882	0.086	0	0	0	0.045	0.057	0	0.127	0.185
Physo157297	Physo143228	8207586	8204809	67593.Physo157297	67593.Physo143228	0	0	0	0	0	0.157	0	0.073	0.185
Physo130101	Physo108456	8194058	8189509	67593.Physo130101	67593.Physo108456	0	0	0	0	0.102	0	0	0.130	0.185
Physo143228	Physo128684	8204809	8193002	67593.Physo143228	67593.Physo128684	0	0	0	0	0	0.159	0	0.071	0.185
Physo109580	Physo108612	8190427	8189630	67593.Physo109580	67593.Physo108612	0	0	0	0	0.185	0	0	0	0.185
Physo129945	Physo108380	8193952	8189445	67593.Physo129945	67593.Physo108380	0	0	0	0	0.103	0.113	0	0.058	0.185
Physo142346	Physo108380	8204113	8189445	67593.Physo142346	67593.Physo108380	0	0	0	0	0.044	0.183	0	0	0.185
Physo131652	Physo128237	8195326	8192640	67593.Physo131652	67593.Physo128237	0	0	0	0	0.064	0.165	0	0	0.185
Physo145066	Physo142686	8206333	8204375	67593.Physo145066	67593.Physo142686	0	0	0	0	0	0.105	0	0.127	0.185
Physo111873	Physo109516	8190699	8190374	67593.Physo111873	67593.Physo109516	0.081	0	0	0	0.061	0	0	0.132	0.185
Physo135012	Physo133069	8198063	8196495	67593.Physo135012	67593.Physo133069	0	0	0	0	0	0.157	0	0.073	0.185
Physo135522	Physo135012	8198478	8198063	67593.Physo135522	67593.Physo135012	0	0	0	0	0	0.099	0	0.133	0.185
Physo140526	Physo131304	8202631	8195053	67593.Physo140526	67593.Physo131304	0	0	0	0	0	0.158	0	0.072	0.185
Physo140526	Physo109290	8202631	8190183	67593.Physo140526	67593.Physo109290	0.063	0	0	0	0.045	0.134	0	0.073	0.185
Physo156769	Physo143228	8207387	8204809	67593.Physo156769	67593.Physo143228	0	0	0	0	0	0.158	0	0.072	0.185
Physo136856	Physo108304	8199595	8189388	67593.Physo136856	67593.Physo108304	0	0	0	0	0.171	0	0	0.057	0.184
Physo142655	Physo108216	8204352	8189316	67593.Physo142655	67593.Physo108216	0	0	0	0	0.061	0.158	0	0.051	0.184
Physo142023	Physo130720	8203849	8194530	67593.Physo142023	67593.Physo130720	0	0	0	0	0	0.159	0	0.070	0.184
Physo133655	Physo108302	8196977	8189386	67593.Physo133655	67593.Physo108302	0.080	0	0	0	0.045	0.057	0	0.132	0.184
Physo136856	Physo109580	8199595	8190427	67593.Physo136856	67593.Physo109580	0	0	0	0	0.171	0	0	0.057	0.184
Physo131652	Physo128696	8195326	8193012	67593.Physo131652	67593.Physo128696	0	0	0	0	0.064	0.164	0	0	0.184
Physo132002	Physo128921	8195599	8193199	67593.Physo132002	67593.Physo128921	0	0	0	0	0.045	0.122	0	0.105	0.184
Physo155477	Physo108358	8206894	8189428	67593.Physo155477	67593.Physo108358	0	0	0	0	0.064	0.164	0	0	0.184
Physo131822	Physo128696	8195447	8193012	67593.Physo131822	67593.Physo128696	0	0	0	0	0	0.100	0	0.131	0.184
Physo132275	Physo131652	8195839	8195326	67593.Physo132275	67593.Physo131652	0	0	0	0	0.064	0.164	0	0	0.184
Physo142655	Physo132531	8204352	8196052	67593.Physo142655	67593.Physo132531	0	0	0	0	0.061	0.158	0	0.051	0.184
Physo140109	Physo135200	8202282	8198220	67593.Physo140109	67593.Physo135200	0	0	0	0	0.111	0.120	0	0	0.184
Physo141955	Physo135200	8203790	8198220	67593.Physo141955	67593.Physo135200	0	0	0	0	0.111	0.120	0	0	0.184
Physo156262	Physo140526	8207200	8202631	67593.Physo156262	67593.Physo140526	0	0	0	0	0.083	0.131	0	0.059	0.184
Physo145066	Physo138921	8206333	8201278	67593.Physo145066	67593.Physo138921	0	0	0	0	0.163	0.057	0	0.050	0.184
Physo158059	Physo156068	8207859	8207117	67593.Physo158059	67593.Physo156068	0	0	0.461	0.670	0.045	0	0	0.048	0.184
Physo143062	Physo132002	8204672	8195599	67593.Physo143062	67593.Physo132002	0	0	0	0	0.064	0.158	0	0.047	0.183
Physo121724	Physo111873	8191143	8190699	67593.Physo121724	67593.Physo111873	0	0	0	0	0.045	0.157	0	0.067	0.183
Physo119319	Physo109716	8191021	8190542	67593.Physo119319	67593.Physo109716	0	0	0	0	0.047	0.152	0	0.071	0.183
Physo156239	Physo135012	8207189	8198063	67593.Physo156239	67593.Physo135012	0	0	0	0	0.045	0.163	0	0.060	0.183
Physo135012	Physo127050	8198063	8191673	67593.Physo135012	67593.Physo127050	0	0	0	0	0.045	0.163	0	0.060	0.183
Physo128905	Physo108216	8193185	8189316	67593.Physo128905	67593.Physo108216	0	0	0	0	0	0.162	0	0.066	0.183
Physo135428	Physo132531	8198396	8196052	67593.Physo135428	67593.Physo132531	0	0	0	0	0	0.183	0	0	0.183
Physo141057	Physo111873	8203062	8190699	67593.Physo141057	67593.Physo111873	0	0	0	0	0.045	0.157	0	0.067	0.183
Physo144799	Physo123541	8206112	8191226	67593.Physo144799	67593.Physo123541	0.086	0	0	0	0.055	0	0	0.131	0.183
Physo142173	Physo135012	8203973	8198063	67593.Physo142173	67593.Physo135012	0	0	0	0	0.045	0.163	0	0.060	0.183
Physo136950	Physo132531	8199680	8196052	67593.Physo136950	67593.Physo132531	0	0	0	0	0.045	0.171	0	0.052	0.183
Physo135428	Physo108216	8198396	8189316	67593.Physo135428	67593.Physo108216	0	0	0	0	0	0.183	0	0	0.183
Physo135012	Physo127048	8198063	8191671	67593.Physo135012	67593.Physo127048	0	0	0	0	0.045	0.163	0	0.060	0.183
Physo137086	Physo135012	8199800	8198063	67593.Physo137086	67593.Physo135012	0	0	0	0	0.045	0.163	0	0.060	0.183
Physo145066	Physo108380	8206333	8189445	67593.Physo145066	67593.Physo108380	0	0	0	0	0.128	0.102	0	0	0.183
Physo123922	Physo108941	8191247	8189896	67593.Physo123922	67593.Physo108941	0.082	0	0	0	0.060	0	0	0.130	0.183
Physo158018	Physo135012	8207844	8198063	67593.Physo158018	67593.Physo135012	0	0	0	0	0.045	0.163	0	0.060	0.183
Physo132531	Physo128905	8196052	8193185	67593.Physo132531	67593.Physo128905	0	0	0	0	0	0.162	0	0.066	0.183
Physo137086	Physo108569	8199800	8189597	67593.Physo137086	67593.Physo108569	0	0	0	0	0	0.170	0	0.056	0.182
Physo141571	Physo135012	8203476	8198063	67593.Physo141571	67593.Physo135012	0	0	0	0	0.046	0.163	0	0.058	0.182
Physo129465	Physo111873	8193571	8190699	67593.Physo129465	67593.Physo111873	0	0	0	0	0.081	0.065	0	0.125	0.182
Physo129465	Physo108497	8193571	8189540	67593.Physo129465	67593.Physo108497	0	0	0	0	0.101	0.128	0	0	0.182
Physo139392	Physo130074	8201678	8194037	67593.Physo139392	67593.Physo130074	0	0	0	0	0.130	0.095	0	0.045	0.182
Physo132275	Physo130468	8195839	8194322	67593.Physo132275	67593.Physo130468	0	0	0	0	0.047	0.128	0	0.095	0.182
Physo156239	Physo108569	8207189	8189597	67593.Physo156239	67593.Physo108569	0	0	0	0	0	0.170	0	0.056	0.182
Physo139485	Physo129465	8201762	8193571	67593.Physo139485	67593.Physo129465	0	0	0	0	0.127	0	0	0.102	0.182
Physo135012	Physo133679	8198063	8196998	67593.Physo135012	67593.Physo133679	0	0	0	0	0.046	0.163	0	0.058	0.182
Physo142023	Physo133833	8203849	8197136	67593.Physo142023	67593.Physo133833	0	0	0	0	0	0.102	0	0.127	0.182
Physo145066	Physo128672	8206333	8192993	67593.Physo145066	67593.Physo128672	0	0	0	0	0.045	0.135	0	0.090	0.182
Physo143969	Physo127893	8205430	8192362	67593.Physo143969	67593.Physo127893	0	0	0	0	0.065	0.134	0	0.071	0.182
Physo143969	Physo139692	8205430	8201938	67593.Physo143969	67593.Physo139692	0	0	0	0	0.065	0.134	0	0.071	0.182
Physo135274	Physo128672	8198273	8192993	67593.Physo135274	67593.Physo128672	0	0	0	0	0.045	0.135	0	0.090	0.182
Physo142173	Physo108569	8203973	8189597	67593.Physo142173	67593.Physo108569	0	0	0	0	0	0.170	0	0.056	0.182
Physo135769	Physo130720	8198699	8194530	67593.Physo135769	67593.Physo130720	0	0	0	0	0.061	0.151	0	0.057	0.182
Physo156531	Physo129945	8207300	8193952	67593.Physo156531	67593.Physo129945	0	0	0	0	0.082	0.059	0	0.130	0.182
Physo132531	Physo128851	8196052	8193136	67593.Physo132531	67593.Physo128851	0	0	0	0	0.045	0.168	0	0.054	0.182
Physo135212	Physo135012	8198226	8198063	67593.Physo135212	67593.Physo135012	0	0	0	0	0.046	0.163	0	0.058	0.182
Physo128921	Physo128851	8193199	8193136	67593.Physo128921	67593.Physo128851	0	0	0	0	0.059	0.144	0	0.067	0.182
Physo127048	Physo108569	8191671	8189597	67593.Physo127048	67593.Physo108569	0	0	0	0	0	0.170	0	0.056	0.182
Physo143062	Physo140605	8204672	8202697	67593.Physo143062	67593.Physo140605	0	0	0	0	0.045	0.167	0	0.055	0.182
Physo158018	Physo108569	8207844	8189597	67593.Physo158018	67593.Physo108569	0	0	0	0	0	0.170	0	0.056	0.182
Physo143969	Physo132981	8205430	8196425	67593.Physo143969	67593.Physo132981	0	0	0	0	0.065	0.134	0	0.071	0.182
Physo127050	Physo108569	8191673	8189597	67593.Physo127050	67593.Physo108569	0	0	0	0	0	0.170	0	0.056	0.182
Physo157949	Physo136950	8207815	8199680	67593.Physo157949	67593.Physo136950	0	0	0	0	0.055	0.169	0	0	0.181
Physo143228	Physo128696	8204809	8193012	67593.Physo143228	67593.Physo128696	0	0	0	0	0.048	0.160	0	0.059	0.181
Physo135012	Physo132981	8198063	8196425	67593.Physo135012	67593.Physo132981	0	0	0	0	0	0.169	0	0.056	0.181
Physo137966	Physo128829	8200494	8193119	67593.Physo137966	67593.Physo128829	0.106	0	0	0	0	0	0	0.122	0.181
Physo141571	Physo128498	8203476	8192857	67593.Physo141571	67593.Physo128498	0	0	0	0	0	0.135	0	0.093	0.181
Physo139993	Physo130101	8202192	8194058	67593.Physo139993	67593.Physo130101	0	0	0	0	0.126	0.069	0	0.075	0.181
Physo137994	Physo130220	8200519	8194154	67593.Physo137994	67593.Physo130220	0.067	0	0	0	0	0	0	0.159	0.181
Physo141686	Physo135976	8203572	8198876	67593.Physo141686	67593.Physo135976	0.084	0	0	0	0.060	0	0	0.126	0.181
Physo141411	Physo135063	8203340	8198105	67593.Physo141411	67593.Physo135063	0.082	0	0	0	0	0	0	0.145	0.181
Physo135212	Physo128498	8198226	8192857	67593.Physo135212	67593.Physo128498	0	0	0	0	0	0.135	0	0.093	0.181
Physo133679	Physo128498	8196998	8192857	67593.Physo133679	67593.Physo128498	0	0	0	0	0	0.135	0	0.093	0.181
Physo141411	Physo135200	8203340	8198220	67593.Physo141411	67593.Physo135200	0	0	0	0	0.056	0	0	0.169	0.181
Physo108941	Physo108612	8189896	8189630	67593.Physo108941	67593.Physo108612	0.182	0	0	0	0	0	0	0	0.181
Physo143228	Physo128710	8204809	8193024	67593.Physo143228	67593.Physo128710	0	0	0	0	0	0.136	0	0.092	0.181
Physo143804	Physo108569	8205295	8189597	67593.Physo143804	67593.Physo108569	0	0	0	0	0.064	0.144	0	0.061	0.181
Physo141008	Physo128782	8203027	8193080	67593.Physo141008	67593.Physo128782	0	0	0	0	0.106	0.094	0	0.071	0.181
Physo135274	Physo129738	8198273	8193803	67593.Physo135274	67593.Physo129738	0	0	0	0	0	0.064	0	0.161	0.181
Physo139993	Physo129945	8202192	8193952	67593.Physo139993	67593.Physo129945	0	0	0	0	0.109	0.119	0	0	0.181
