#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Physo135522	Physo128672	8198478	8192993	67593.Physo135522	67593.Physo128672	0	0	0	0	0.084	0.155	0	0.131	0.268
Physo137309	Physo135274	8199980	8198273	67593.Physo137309	67593.Physo135274	0	0	0	0	0.198	0.101	0	0.066	0.267
Physo124973	Physo108380	8191312	8189445	67593.Physo124973	67593.Physo108380	0	0	0	0	0.064	0.158	0	0.145	0.267
Physo139993	Physo127948	8202192	8192409	67593.Physo139993	67593.Physo127948	0	0	0	0	0.081	0.149	0	0.139	0.267
Physo156637	Physo133404	8207343	8196769	67593.Physo156637	67593.Physo133404	0	0	0	0	0.131	0	0	0.190	0.266
Physo130074	Physo129624	8194037	8193707	67593.Physo130074	67593.Physo129624	0	0	0	0	0.053	0.117	0	0.193	0.266
Physo131860	Physo115990	8195476	8190881	67593.Physo131860	67593.Physo115990	0.078	0	0	0	0.105	0.167	0	0.059	0.266
Physo156923	Physo128498	8207443	8192857	67593.Physo156923	67593.Physo128498	0	0	0	0	0	0.185	0	0.136	0.265
Physo155628	Physo128498	8206953	8192857	67593.Physo155628	67593.Physo128498	0	0	0	0	0	0.185	0	0.136	0.265
Physo139993	Physo129738	8202192	8193803	67593.Physo139993	67593.Physo129738	0	0	0	0	0.186	0.135	0	0	0.265
Physo156058	Physo128498	8207115	8192857	67593.Physo156058	67593.Physo128498	0	0	0	0	0	0.185	0	0.136	0.265
Physo140526	Physo137309	8202631	8199980	67593.Physo140526	67593.Physo137309	0	0	0	0	0.108	0.126	0	0.132	0.264
Physo155628	Physo155627	8206953	8206952	67593.Physo155628	67593.Physo155627	0	0.264	0	0	0	0	0	0	0.264
Physo135012	Physo128935	8198063	8193212	67593.Physo135012	67593.Physo128935	0	0	0	0	0.045	0.160	0	0.157	0.264
Physo133404	Physo109716	8196769	8190542	67593.Physo133404	67593.Physo109716	0.079	0	0	0	0.141	0.057	0	0.131	0.264
Physo142023	Physo132275	8203849	8195839	67593.Physo142023	67593.Physo132275	0	0	0	0	0.045	0.151	0	0.165	0.263
Physo140526	Physo108456	8202631	8189509	67593.Physo140526	67593.Physo108456	0	0	0	0	0.156	0.142	0	0.065	0.263
Physo140785	Physo133071	8202857	8196497	67593.Physo140785	67593.Physo133071	0	0	0	0	0.201	0.087	0	0.072	0.263
Physo131860	Physo108569	8195476	8189597	67593.Physo131860	67593.Physo108569	0	0	0	0	0.152	0.144	0	0.067	0.263
Physo156262	Physo128498	8207200	8192857	67593.Physo156262	67593.Physo128498	0	0	0	0	0	0.263	0	0	0.263
Physo130440	Physo128363	8194302	8192742	67593.Physo130440	67593.Physo128363	0	0	0	0	0.054	0	0	0.253	0.263
Physo109716	Physo109524	8190542	8190382	67593.Physo109716	67593.Physo109524	0	0	0	0	0.129	0.108	0	0.127	0.262
Physo140526	Physo139392	8202631	8201678	67593.Physo140526	67593.Physo139392	0.088	0	0	0	0.055	0.131	0	0.131	0.262
Physo135412	Physo133473	8198381	8196821	67593.Physo135412	67593.Physo133473	0	0	0	0	0.172	0.057	0	0.131	0.262
Physo133308	Physo127360	8196680	8191933	67593.Physo133308	67593.Physo127360	0	0	0	0	0.129	0.123	0	0.111	0.261
Physo133432	Physo133308	8196792	8196680	67593.Physo133432	67593.Physo133308	0	0	0	0	0.129	0.123	0	0.111	0.261
Physo129738	Physo109580	8193803	8190427	67593.Physo129738	67593.Physo109580	0	0	0	0	0.211	0.102	0	0	0.261
Physo129738	Physo108304	8193803	8189388	67593.Physo129738	67593.Physo108304	0	0	0	0	0.211	0.102	0	0	0.261
Physo156068	Physo109278	8207117	8190173	67593.Physo156068	67593.Physo109278	0	0	0.381	0.604	0.055	0.127	0	0	0.260
Physo157722	Physo132002	8207741	8195599	67593.Physo157722	67593.Physo132002	0	0	0	0	0.123	0	0	0.191	0.260
Physo133473	Physo108497	8196821	8189540	67593.Physo133473	67593.Physo108497	0	0	0	0	0	0.122	0	0.191	0.259
Physo140526	Physo132531	8202631	8196052	67593.Physo140526	67593.Physo132531	0	0	0	0	0.064	0.168	0	0.125	0.259
Physo129624	Physo108497	8193707	8189540	67593.Physo129624	67593.Physo108497	0	0	0	0	0	0.122	0	0.191	0.259
Physo140605	Physo136950	8202697	8199680	67593.Physo140605	67593.Physo136950	0	0	0	0	0.045	0.178	0	0.133	0.259
Physo130376	Physo128921	8194263	8193199	67593.Physo130376	67593.Physo128921	0	0	0	0	0.045	0.231	0	0.071	0.258
Physo109057	Physo108380	8189986	8189445	67593.Physo109057	67593.Physo108380	0	0	0	0	0.122	0.166	0	0.069	0.258
Physo145066	Physo135200	8206333	8198220	67593.Physo145066	67593.Physo135200	0	0	0	0	0.203	0.108	0	0	0.258
Physo144799	Physo128237	8206112	8192640	67593.Physo144799	67593.Physo128237	0	0	0	0	0.064	0.162	0	0.131	0.258
Physo130403	Physo122042	8194283	8191154	67593.Physo130403	67593.Physo122042	0	0	0	0	0.064	0.099	0	0.191	0.258
Physo140526	Physo134614	8202631	8197770	67593.Physo140526	67593.Physo134614	0.183	0	0	0	0.064	0.107	0	0	0.257
Physo140605	Physo131860	8202697	8195476	67593.Physo140605	67593.Physo131860	0	0	0	0	0.204	0.106	0	0	0.257
Physo135012	Physo108380	8198063	8189445	67593.Physo135012	67593.Physo108380	0	0	0	0	0.103	0.174	0	0.078	0.257
Physo109716	Physo108881	8190542	8189843	67593.Physo109716	67593.Physo108881	0	0	0	0	0.183	0	0	0.129	0.257
Physo140526	Physo133655	8202631	8196977	67593.Physo140526	67593.Physo133655	0.093	0	0	0	0.045	0.159	0	0.101	0.257
Physo132275	Physo108380	8195839	8189445	67593.Physo132275	67593.Physo108380	0	0	0	0	0.131	0.160	0	0.065	0.257
Physo130468	Physo127893	8194322	8192362	67593.Physo130468	67593.Physo127893	0.090	0	0	0	0	0.166	0	0.099	0.256
Physo139692	Physo130468	8201938	8194322	67593.Physo139692	67593.Physo130468	0.090	0	0	0	0	0.166	0	0.099	0.256
Physo139993	Physo129624	8202192	8193707	67593.Physo139993	67593.Physo129624	0	0	0	0	0.204	0.057	0	0.089	0.256
Physo140526	Physo131180	8202631	8194947	67593.Physo140526	67593.Physo131180	0.171	0	0	0	0.105	0	0	0.079	0.256
Physo143062	Physo130074	8204672	8194037	67593.Physo143062	67593.Physo130074	0	0	0	0	0.200	0.107	0	0	0.255
Physo123541	Physo108612	8191226	8189630	67593.Physo123541	67593.Physo108612	0.083	0	0	0	0.203	0	0	0.063	0.255
Physo145066	Physo109278	8206333	8190173	67593.Physo145066	67593.Physo109278	0	0	0	0	0.045	0.112	0	0.192	0.254
Physo137309	Physo135200	8199980	8198220	67593.Physo137309	67593.Physo135200	0	0	0	0	0.102	0.057	0	0.190	0.254
Physo142042	Physo135200	8203863	8198220	67593.Physo142042	67593.Physo135200	0	0	0	0	0.064	0	0	0.236	0.254
Physo108881	Physo108302	8189843	8189386	67593.Physo108881	67593.Physo108302	0.083	0	0	0	0.063	0.065	0	0.182	0.254
Physo140526	Physo128782	8202631	8193080	67593.Physo140526	67593.Physo128782	0.088	0	0	0	0.045	0.131	0	0.131	0.254
Physo139485	Physo108358	8201762	8189428	67593.Physo139485	67593.Physo108358	0	0	0	0	0.204	0.102	0	0	0.254
Physo135274	Physo109633	8198273	8190473	67593.Physo135274	67593.Physo109633	0	0	0	0	0.045	0.109	0	0.193	0.253
Physo138921	Physo129478	8201278	8193581	67593.Physo138921	67593.Physo129478	0.049	0	0	0	0.084	0.167	0	0.093	0.253
Physo136856	Physo131860	8199595	8195476	67593.Physo136856	67593.Physo131860	0	0	0	0	0.062	0.157	0	0.131	0.252
Physo143707	Physo140526	8205213	8202631	67593.Physo143707	67593.Physo140526	0.180	0	0	0	0.084	0	0	0.085	0.252
Physo140526	Physo123574	8202631	8191229	67593.Physo140526	67593.Physo123574	0.082	0	0	0	0.064	0.160	0	0.086	0.252
Physo143370	Physo140526	8204930	8202631	67593.Physo143370	67593.Physo140526	0.180	0	0	0	0.084	0	0	0.085	0.252
Physo143969	Physo135769	8205430	8198699	67593.Physo143969	67593.Physo135769	0	0	0	0	0.083	0.160	0	0.108	0.252
Physo132981	Physo130468	8196425	8194322	67593.Physo132981	67593.Physo130468	0.090	0	0	0	0.055	0.166	0	0.080	0.251
Physo140526	Physo128498	8202631	8192857	67593.Physo140526	67593.Physo128498	0	0	0	0	0.045	0.170	0	0.132	0.251
Physo135274	Physo108302	8198273	8189386	67593.Physo135274	67593.Physo108302	0	0	0	0	0.105	0.116	0	0.129	0.250
Physo143804	Physo115990	8205295	8190881	67593.Physo143804	67593.Physo115990	0.078	0	0	0	0.085	0.167	0	0.059	0.250
Physo131822	Physo131304	8195447	8195053	67593.Physo131822	67593.Physo131304	0	0	0	0	0	0.113	0	0.190	0.250
Physo144252	Physo129478	8205663	8193581	67593.Physo144252	67593.Physo129478	0	0	0	0	0.175	0.124	0	0.046	0.250
Physo133404	Physo109516	8196769	8190374	67593.Physo133404	67593.Physo109516	0	0	0	0	0.110	0	0	0.192	0.250
Physo133473	Physo130074	8196821	8194037	67593.Physo133473	67593.Physo130074	0	0	0	0	0.081	0.117	0	0.150	0.250
Physo109009	Physo108400	8189948	8189460	67593.Physo109009	67593.Physo108400	0	0	0	0	0.175	0	0	0.128	0.249
Physo134045	Physo130403	8197334	8194283	67593.Physo134045	67593.Physo130403	0	0	0	0	0.206	0.093	0	0	0.249
Physo140526	Physo108904	8202631	8189863	67593.Physo140526	67593.Physo108904	0.086	0	0	0	0.068	0	0	0.190	0.249
Physo156068	Physo122042	8207117	8191154	67593.Physo156068	67593.Physo122042	0	0	0	0.604	0.047	0.163	0	0.276	0.248
Physo135012	Physo119319	8198063	8191021	67593.Physo135012	67593.Physo119319	0	0	0	0	0.048	0.165	0	0.131	0.248
Physo155477	Physo143804	8206894	8205295	67593.Physo155477	67593.Physo143804	0	0	0	0	0.064	0.123	0	0.158	0.248
Physo132531	Physo121724	8196052	8191143	67593.Physo132531	67593.Physo121724	0	0	0	0	0.059	0.159	0	0.126	0.247
Physo141057	Physo132531	8203062	8196052	67593.Physo141057	67593.Physo132531	0	0	0	0	0.059	0.159	0	0.126	0.247
Physo133968	Physo130224	8197261	8194158	67593.Physo133968	67593.Physo130224	0	0	0	0	0.108	0	0	0.191	0.247
Physo139392	Physo123541	8201678	8191226	67593.Physo139392	67593.Physo123541	0.082	0	0	0	0.133	0	0	0.131	0.247
Physo140605	Physo128237	8202697	8192640	67593.Physo140605	67593.Physo128237	0	0	0	0	0.054	0.160	0	0.128	0.246
Physo130101	Physo130074	8194058	8194037	67593.Physo130101	67593.Physo130074	0	0	0	0	0.210	0.057	0	0.070	0.246
Physo122042	Physo108380	8191154	8189445	67593.Physo122042	67593.Physo108380	0	0	0	0	0.047	0.162	0	0.132	0.246
Physo144252	Physo128498	8205663	8192857	67593.Physo144252	67593.Physo128498	0	0	0	0	0	0.169	0	0.131	0.246
Physo129465	Physo108218	8193571	8189318	67593.Physo129465	67593.Physo108218	0	0	0	0	0.207	0.058	0	0.072	0.246
Physo135274	Physo128696	8198273	8193012	67593.Physo135274	67593.Physo128696	0	0	0	0	0.064	0.202	0	0.072	0.246
Physo134878	Physo129672	8197965	8193748	67593.Physo134878	67593.Physo129672	0	0	0.357	0.617	0.045	0.119	0	0.080	0.245
Physo131180	Physo129624	8194947	8193707	67593.Physo131180	67593.Physo129624	0	0	0	0	0.130	0.140	0	0.072	0.245
Physo133473	Physo131180	8196821	8194947	67593.Physo133473	67593.Physo131180	0	0	0	0	0.130	0.140	0	0.072	0.245
Physo155290	Physo108342	8206831	8189416	67593.Physo155290	67593.Physo108342	0	0	0	0	0.108	0	0	0.189	0.245
Physo109497	Physo108780	8190358	8189762	67593.Physo109497	67593.Physo108780	0	0	0	0	0.103	0	0	0.193	0.245
Physo141411	Physo131860	8203340	8195476	67593.Physo141411	67593.Physo131860	0.080	0	0	0	0	0	0	0.214	0.245
Physo115990	Physo108612	8190881	8189630	67593.Physo115990	67593.Physo108612	0.090	0	0	0	0.076	0	0	0.174	0.244
Physo135012	Physo121724	8198063	8191143	67593.Physo135012	67593.Physo121724	0	0	0	0	0.055	0.160	0	0.125	0.244
Physo129672	Physo108380	8193748	8189445	67593.Physo129672	67593.Physo108380	0	0	0	0	0.045	0.169	0	0.125	0.244
Physo143715	Physo139352	8205220	8201648	67593.Physo143715	67593.Physo139352	0	0	0	0	0.209	0.070	0	0.055	0.244
Physo141411	Physo139746	8203340	8201985	67593.Physo141411	67593.Physo139746	0	0	0	0	0.059	0.059	0	0.215	0.244
Physo121724	Physo119319	8191143	8191021	67593.Physo121724	67593.Physo119319	0	0	0	0	0.045	0.193	0	0.098	0.244
Physo141057	Physo135012	8203062	8198063	67593.Physo141057	67593.Physo135012	0	0	0	0	0.055	0.160	0	0.125	0.244
Physo140526	Physo132981	8202631	8196425	67593.Physo140526	67593.Physo132981	0.082	0	0	0	0.054	0.160	0	0.086	0.244
Physo141057	Physo119319	8203062	8191021	67593.Physo141057	67593.Physo119319	0	0	0	0	0.045	0.193	0	0.098	0.244
Physo132531	Physo119319	8196052	8191021	67593.Physo132531	67593.Physo119319	0	0	0	0	0.045	0.151	0	0.142	0.243
Physo143969	Physo142143	8205430	8203952	67593.Physo143969	67593.Physo142143	0	0	0	0	0.055	0.152	0	0.132	0.243
Physo133404	Physo111873	8196769	8190699	67593.Physo133404	67593.Physo111873	0.081	0	0.210	0	0	0	0	0	0.242
Physo141411	Physo134530	8203340	8197700	67593.Physo141411	67593.Physo134530	0.048	0	0	0	0.098	0	0	0.189	0.242
Physo143228	Physo135012	8204809	8198063	67593.Physo143228	67593.Physo135012	0	0	0	0	0	0.158	0	0.137	0.242
Physo139392	Physo108456	8201678	8189509	67593.Physo139392	67593.Physo108456	0	0	0	0	0.200	0.067	0	0.066	0.241
Physo142655	Physo133432	8204352	8196792	67593.Physo142655	67593.Physo133432	0	0	0	0	0.111	0	0	0.182	0.241
Physo140526	Physo129945	8202631	8193952	67593.Physo140526	67593.Physo129945	0	0	0	0	0.045	0.162	0	0.128	0.241
Physo115990	Physo108894	8190881	8189854	67593.Physo115990	67593.Physo108894	0.238	0	0	0	0	0	0	0.046	0.241
Physo139352	Physo108569	8201648	8189597	67593.Physo139352	67593.Physo108569	0	0	0	0	0.131	0.163	0	0	0.241
Physo157722	Physo156341	8207741	8207227	67593.Physo157722	67593.Physo156341	0	0	0	0	0.064	0.142	0	0.131	0.241
Physo128782	Physo108456	8193080	8189509	67593.Physo128782	67593.Physo108456	0	0	0	0	0.200	0.067	0	0.066	0.241
Physo141686	Physo130468	8203572	8194322	67593.Physo141686	67593.Physo130468	0	0	0	0	0.101	0	0	0.190	0.240
Physo131860	Physo130101	8195476	8194058	67593.Physo131860	67593.Physo130101	0	0	0	0	0.204	0.057	0	0.069	0.240
Physo130468	Physo123574	8194322	8191229	67593.Physo130468	67593.Physo123574	0.090	0	0	0	0	0.166	0	0.080	0.240
Physo136950	Physo133473	8199680	8196821	67593.Physo136950	67593.Physo133473	0	0	0	0	0.115	0.160	0	0.060	0.240
Physo140605	Physo131180	8202697	8194947	67593.Physo140605	67593.Physo131180	0	0	0	0	0.130	0.135	0	0.072	0.240
Physo129347	Physo108380	8193497	8189445	67593.Physo129347	67593.Physo108380	0	0	0	0	0.045	0.158	0	0.131	0.240
Physo133655	Physo129478	8196977	8193581	67593.Physo133655	67593.Physo129478	0	0	0	0	0	0.063	0	0.222	0.239
Physo135412	Physo108569	8198381	8189597	67593.Physo135412	67593.Physo108569	0	0	0	0	0.056	0.213	0	0.058	0.239
Physo135522	Physo108380	8198478	8189445	67593.Physo135522	67593.Physo108380	0	0	0	0	0.064	0.204	0	0.061	0.239
Physo143228	Physo124973	8204809	8191312	67593.Physo143228	67593.Physo124973	0	0	0	0.683	0	0.218	0	0.125	0.239
Physo143804	Physo141008	8205295	8203027	67593.Physo143804	67593.Physo141008	0	0	0	0	0.102	0.163	0	0.070	0.239
Physo137309	Physo129465	8199980	8193571	67593.Physo137309	67593.Physo129465	0	0	0	0	0.045	0.096	0	0.190	0.239
Physo132531	Physo129945	8196052	8193952	67593.Physo132531	67593.Physo129945	0	0	0	0	0	0.162	0	0.128	0.238
Physo135274	Physo133308	8198273	8196680	67593.Physo135274	67593.Physo133308	0	0	0	0	0.125	0.156	0	0.052	0.238
Physo129945	Physo108216	8193952	8189316	67593.Physo129945	67593.Physo108216	0	0	0	0	0	0.162	0	0.128	0.238
Physo135522	Physo130376	8198478	8194263	67593.Physo135522	67593.Physo130376	0	0	0	0	0	0.216	0	0.069	0.238
Physo156769	Physo132531	8207387	8196052	67593.Physo156769	67593.Physo132531	0	0	0	0	0	0.197	0	0.090	0.238
Physo136746	Physo129624	8199514	8193707	67593.Physo136746	67593.Physo129624	0	0	0	0	0.147	0.139	0	0.045	0.237
Physo135274	Physo127360	8198273	8191933	67593.Physo135274	67593.Physo127360	0	0	0	0	0.225	0.057	0	0	0.237
Physo142375	Physo135200	8204139	8198220	67593.Physo142375	67593.Physo135200	0	0	0	0	0.174	0.057	0	0.100	0.237
Physo135274	Physo133432	8198273	8196792	67593.Physo135274	67593.Physo133432	0	0	0	0	0.225	0.057	0	0	0.237
Physo136746	Physo135769	8199514	8198699	67593.Physo136746	67593.Physo135769	0	0	0	0	0.106	0.103	0	0.125	0.237
Physo135274	Physo129347	8198273	8193497	67593.Physo135274	67593.Physo129347	0	0	0	0	0.123	0.156	0	0.052	0.237
Physo143228	Physo108380	8204809	8189445	67593.Physo143228	67593.Physo108380	0	0	0	0	0	0.158	0	0.131	0.237
Physo136228	Physo109716	8199090	8190542	67593.Physo136228	67593.Physo109716	0.067	0	0	0	0.125	0.119	0	0.064	0.236
Physo157722	Physo128696	8207741	8193012	67593.Physo157722	67593.Physo128696	0	0	0	0	0.116	0.155	0	0.060	0.236
Physo135012	Physo124973	8198063	8191312	67593.Physo135012	67593.Physo124973	0	0	0	0	0.045	0.157	0	0.128	0.236
Physo115990	Physo109759	8190881	8190577	67593.Physo115990	67593.Physo109759	0.096	0	0	0	0	0	0	0.190	0.236
Physo115990	Physo109760	8190881	8190578	67593.Physo115990	67593.Physo109760	0.096	0	0	0	0	0	0	0.190	0.236
Physo140526	Physo127893	8202631	8192362	67593.Physo140526	67593.Physo127893	0.082	0	0	0	0.045	0.160	0	0.086	0.236
Physo140526	Physo139692	8202631	8201938	67593.Physo140526	67593.Physo139692	0.082	0	0	0	0.045	0.160	0	0.086	0.236
Physo141686	Physo140526	8203572	8202631	67593.Physo141686	67593.Physo140526	0.090	0	0	0	0.061	0	0	0.178	0.236
Physo139518	Physo137966	8201790	8200494	67593.Physo139518	67593.Physo137966	0	0	0	0	0.084	0.090	0	0.157	0.235
Physo143804	Physo131860	8205295	8195476	67593.Physo143804	67593.Physo131860	0	0	0.476	0.689	0.064	0	0	0.193	0.235
Physo137309	Physo129672	8199980	8193748	67593.Physo137309	67593.Physo129672	0	0	0	0	0.063	0.142	0	0.125	0.235
Physo115990	Physo108857	8190881	8189826	67593.Physo115990	67593.Physo108857	0.231	0	0	0	0.046	0	0	0	0.235
Physo155477	Physo108569	8206894	8189597	67593.Physo155477	67593.Physo108569	0	0	0	0	0.069	0.213	0	0	0.235
Physo130376	Physo129624	8194263	8193707	67593.Physo130376	67593.Physo129624	0	0	0	0	0.045	0.156	0	0.128	0.235
Physo142686	Physo135522	8204375	8198478	67593.Physo142686	67593.Physo135522	0	0	0	0	0.081	0.162	0	0.087	0.235
Physo128696	Physo109057	8193012	8189986	67593.Physo128696	67593.Physo109057	0	0	0	0	0.107	0.084	0	0.139	0.234
Physo138171	Physo109524	8200659	8190382	67593.Physo138171	67593.Physo109524	0.083	0	0	0	0.199	0	0	0	0.234
Physo133404	Physo129738	8196769	8193803	67593.Physo133404	67593.Physo129738	0	0	0	0	0.222	0.057	0	0	0.234
Physo136746	Physo133833	8199514	8197136	67593.Physo136746	67593.Physo133833	0	0	0	0	0	0.158	0	0.128	0.234
Physo109760	Physo108569	8190578	8189597	67593.Physo109760	67593.Physo108569	0.093	0	0	0	0.164	0	0	0.072	0.234
Physo143804	Physo135412	8205295	8198381	67593.Physo143804	67593.Physo135412	0	0	0	0	0.073	0.123	0	0.134	0.234
Physo109759	Physo108569	8190577	8189597	67593.Physo109759	67593.Physo108569	0.093	0	0	0	0.164	0	0	0.072	0.234
Physo144477	Physo129945	8205845	8193952	67593.Physo144477	67593.Physo129945	0	0	0	0	0.102	0	0	0.183	0.234
Physo140526	Physo133438	8202631	8196796	67593.Physo140526	67593.Physo133438	0.082	0	0	0	0.042	0.160	0	0.086	0.234
Physo134045	Physo133412	8197334	8196774	67593.Physo134045	67593.Physo133412	0	0	0	0	0.234	0	0	0	0.234
Physo141057	Physo132002	8203062	8195599	67593.Physo141057	67593.Physo132002	0	0	0	0	0.212	0	0	0.067	0.233
Physo127705	Physo109057	8192207	8189986	67593.Physo127705	67593.Physo109057	0	0	0	0	0.048	0.148	0	0.131	0.233
Physo128921	Physo109057	8193199	8189986	67593.Physo128921	67593.Physo109057	0	0	0	0	0.058	0.197	0	0.068	0.233
Physo121724	Physo108216	8191143	8189316	67593.Physo121724	67593.Physo108216	0	0	0	0	0	0.159	0	0.126	0.233
Physo143054	Physo135012	8204666	8198063	67593.Physo143054	67593.Physo135012	0	0	0	0	0.057	0.162	0	0.108	0.233
Physo142615	Physo129478	8204325	8193581	67593.Physo142615	67593.Physo129478	0	0	0	0	0.045	0.168	0	0.113	0.233
Physo145066	Physo136746	8206333	8199514	67593.Physo145066	67593.Physo136746	0	0	0	0	0.181	0.102	0	0	0.233
Physo132002	Physo121724	8195599	8191143	67593.Physo132002	67593.Physo121724	0	0	0	0	0.212	0	0	0.067	0.233
Physo135012	Physo122042	8198063	8191154	67593.Physo135012	67593.Physo122042	0	0	0	0	0.055	0.079	0	0.190	0.233
Physo141411	Physo129624	8203340	8193707	67593.Physo141411	67593.Physo129624	0	0	0	0	0.102	0	0	0.181	0.233
Physo141057	Physo108216	8203062	8189316	67593.Physo141057	67593.Physo108216	0	0	0	0	0	0.159	0	0.126	0.233
Physo155811	Physo129478	8207028	8193581	67593.Physo155811	67593.Physo129478	0	0	0	0	0.045	0.168	0	0.113	0.233
Physo143907	Physo129478	8205381	8193581	67593.Physo143907	67593.Physo129478	0	0	0	0	0.045	0.168	0	0.113	0.233
Physo135012	Physo134121	8198063	8197393	67593.Physo135012	67593.Physo134121	0	0	0	0	0.057	0.162	0	0.108	0.233
Physo135012	Physo134122	8198063	8197394	67593.Physo135012	67593.Physo134122	0	0	0	0	0.057	0.162	0	0.108	0.233
Physo119319	Physo108216	8191021	8189316	67593.Physo119319	67593.Physo108216	0	0	0	0	0	0.151	0	0.133	0.232
Physo140785	Physo133655	8202857	8196977	67593.Physo140785	67593.Physo133655	0	0	0	0	0.045	0.197	0	0.080	0.232
Physo129738	Physo129624	8193803	8193707	67593.Physo129738	67593.Physo129624	0	0	0	0	0.188	0.093	0	0	0.232
Physo143715	Physo128237	8205220	8192640	67593.Physo143715	67593.Physo128237	0	0	0	0	0.233	0	0	0	0.232
Physo143804	Physo139485	8205295	8201762	67593.Physo143804	67593.Physo139485	0	0	0	0	0.103	0.158	0	0.066	0.232
Physo141008	Physo109278	8203027	8190173	67593.Physo141008	67593.Physo109278	0	0	0	0	0.045	0.229	0	0	0.232
Physo129478	Physo128498	8193581	8192857	67593.Physo129478	67593.Physo128498	0	0	0	0	0	0.159	0	0.124	0.231
Physo143969	Physo109716	8205430	8190542	67593.Physo143969	67593.Physo109716	0	0	0	0	0.102	0.159	0	0.064	0.231
Physo135412	Physo133404	8198381	8196769	67593.Physo135412	67593.Physo133404	0	0	0	0	0.221	0	0	0.054	0.231
Physo139352	Physo109716	8201648	8190542	67593.Physo139352	67593.Physo109716	0	0	0	0	0.181	0.100	0	0	0.231
Physo129738	Physo108701	8193803	8189704	67593.Physo129738	67593.Physo108701	0	0	0	0	0.203	0.057	0	0.060	0.231
Physo135012	Physo129945	8198063	8193952	67593.Physo135012	67593.Physo129945	0	0	0	0.539	0.055	0.186	0	0.128	0.231
Physo131860	Physo108701	8195476	8189704	67593.Physo131860	67593.Physo108701	0	0	0	0	0.163	0.100	0	0.062	0.231
Physo139993	Physo108380	8202192	8189445	67593.Physo139993	67593.Physo108380	0	0	0	0	0.225	0	0	0.049	0.231
Physo109564	Physo108881	8190413	8189843	67593.Physo109564	67593.Physo108881	0.087	0	0	0	0.167	0	0	0.071	0.231
Physo145066	Physo128696	8206333	8193012	67593.Physo145066	67593.Physo128696	0	0	0	0	0.064	0.147	0	0.114	0.230
Physo140526	Physo108894	8202631	8189854	67593.Physo140526	67593.Physo108894	0.090	0	0	0	0	0	0	0.189	0.230
Physo109516	Physo108612	8190374	8189630	67593.Physo109516	67593.Physo108612	0.099	0	0	0	0.129	0	0	0.098	0.230
Physo130101	Physo108569	8194058	8189597	67593.Physo130101	67593.Physo108569	0	0	0	0	0.102	0	0	0.178	0.230
Physo129478	Physo128905	8193581	8193185	67593.Physo129478	67593.Physo128905	0	0	0	0	0.084	0.167	0	0.072	0.230
Physo123541	Physo109716	8191226	8190542	67593.Physo123541	67593.Physo109716	0	0	0	0	0.231	0	0	0	0.230
Physo130440	Physo108780	8194302	8189762	67593.Physo130440	67593.Physo108780	0	0	0	0	0.045	0	0	0.227	0.230
Physo158462	Physo135012	8208010	8198063	67593.Physo158462	67593.Physo135012	0	0	0	0	0.061	0.132	0	0.132	0.230
Physo133432	Physo130101	8196792	8194058	67593.Physo133432	67593.Physo130101	0	0	0	0	0	0.231	0	0	0.230
Physo131860	Physo108881	8195476	8189843	67593.Physo131860	67593.Physo108881	0	0	0	0	0.137	0.116	0	0.072	0.230
Physo130101	Physo127360	8194058	8191933	67593.Physo130101	67593.Physo127360	0	0	0	0	0	0.231	0	0	0.230
Physo123541	Physo109564	8191226	8190413	67593.Physo123541	67593.Physo109564	0	0	0	0	0.203	0.057	0	0.057	0.229
Physo157949	Physo140605	8207815	8202697	67593.Physo157949	67593.Physo140605	0	0	0	0	0.211	0	0	0.063	0.229
Physo135012	Physo128696	8198063	8193012	67593.Physo135012	67593.Physo128696	0	0	0	0	0.058	0.157	0	0.108	0.229
Physo155628	Physo109057	8206953	8189986	67593.Physo155628	67593.Physo109057	0	0	0	0	0	0.154	0	0.125	0.228
Physo156923	Physo109057	8207443	8189986	67593.Physo156923	67593.Physo109057	0	0	0	0	0	0.154	0	0.125	0.228
Physo143715	Physo108358	8205220	8189428	67593.Physo143715	67593.Physo108358	0	0	0	0	0.229	0	0	0	0.228
Physo157550	Physo131364	8207670	8195094	67593.Physo157550	67593.Physo131364	0	0	0	0	0	0.121	0	0.158	0.228
Physo143969	Physo108218	8205430	8189318	67593.Physo143969	67593.Physo108218	0	0	0	0	0.187	0.057	0	0.074	0.228
Physo156058	Physo109057	8207115	8189986	67593.Physo156058	67593.Physo109057	0	0	0	0	0	0.154	0	0.125	0.228
Physo157550	Physo139546	8207670	8201815	67593.Physo157550	67593.Physo139546	0	0	0	0	0	0.121	0	0.158	0.228
Physo157949	Physo132086	8207815	8195673	67593.Physo157949	67593.Physo132086	0	0	0	0	0.229	0	0	0	0.228
Physo130224	Physo109564	8194158	8190413	67593.Physo130224	67593.Physo109564	0	0	0	0	0.203	0	0	0.072	0.228
Physo133308	Physo108881	8196680	8189843	67593.Physo133308	67593.Physo108881	0	0	0	0	0	0.218	0	0.053	0.227
Physo129672	Physo129478	8193748	8193581	67593.Physo129672	67593.Physo129478	0	0	0	0	0.131	0.123	0	0.068	0.227
